tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
570294189143031808,neutral,0.6769,none,0.0,virgin america,,idk_but_youtube,,0,@virginamerica did you know that suicide is the second leading cause of death among teens 10-24,,2015-02-24 10:48:24-08:00,1/1 loner squad,eastern time (us & canada)
570289724453216256,positive,1.0,none,0.0,virgin america,,hypercamilax,,0,@virginamerica i &lt;3 pretty graphics. so much better than minimal iconography. :d,,2015-02-24 10:30:40-08:00,nyc,america/new_york
570289584061480960,positive,1.0,none,0.0,virgin america,,hypercamilax,,0,@virginamerica this is such a great deal! already thinking about my 2nd trip to @australia &amp; i haven't even gone on my 1st trip yet! ;p,,2015-02-24 10:30:06-08:00,nyc,america/new_york
570287408438120448,positive,0.6451,none,0.0,virgin america,,mollanderson,,0,@virginamerica @virginmedia i'm flying your #fabulous #seductive skies again! u take all the #stress away from travel http://t.co/ahlxhhkiyn,,2015-02-24 10:21:28-08:00,nan,eastern time (us & canada)
570285904809598977,positive,1.0,none,0.0,virgin america,,sjespers,,0,@virginamerica thanks!,,2015-02-24 10:15:29-08:00,"san francisco, ca",pacific time (us & canada)
570282469121007616,negative,0.6842,late flight,0.3684,virgin america,,smartwatermelon,,0,@virginamerica sfo-pdx schedule is still mia.,,2015-02-24 10:01:50-08:00,"palo alto, ca",pacific time (us & canada)
570277724385734656,positive,1.0,none,0.0,virgin america,,itzbrianhunty,,0,@virginamerica so excited for my first cross country flight lax to mco i've heard nothing but great things about virgin america. #29daystogo,,2015-02-24 09:42:59-08:00,west covina,pacific time (us & canada)
570276917301137409,negative,1.0,bad flight,1.0,virgin america,,heatherovieda,,0,@virginamerica i flew from nyc to sfo last week and couldn't fully sit in my seat due to two large gentleman on either side of me. help!,,2015-02-24 09:39:46-08:00,this place called nyc,eastern time (us & canada)
570270684619923457,positive,1.0,none,0.0,virgin america,,thebrandiray,,0,i ❤️ flying @virginamerica. ☺️👍,,2015-02-24 09:15:00-08:00,somewhere celebrating life.,atlantic time (canada)
570267956648792064,positive,1.0,none,0.0,virgin america,,jnlpierce,,0,@virginamerica you know what would be amazingly awesome? bos-fll please!!!!!!! i want to fly with only you.,,2015-02-24 09:04:10-08:00,boston | waltham,quito
570265883513384960,negative,0.6705,can't tell,0.3614,virgin america,,missgj,,0,@virginamerica why are your first fares in may over three times more than other carriers when all seats are available to select???,,2015-02-24 08:55:56-08:00,nan,nan
570264145116819457,positive,1.0,none,0.0,virgin america,,dt_les,,0,@virginamerica i love this graphic. http://t.co/ut5grrwaaa,"[40.74804263, -73.99295302]",2015-02-24 08:49:01-08:00,nan,nan
570259420287868928,positive,1.0,none,0.0,virgin america,,elvinabeck,,0,@virginamerica i love the hipster innovation. you are a feel good brand.,,2015-02-24 08:30:15-08:00,los angeles,pacific time (us & canada)
570258822297579520,neutral,1.0,none,0.0,virgin america,,rjlynch21086,,0,@virginamerica will you be making bos&gt;las non stop permanently anytime soon?,,2015-02-24 08:27:52-08:00,"boston, ma",eastern time (us & canada)
570256553502068736,negative,1.0,customer service issue,0.3557,virgin america,,ayeevickiee,,0,@virginamerica you guys messed up my seating.. i reserved seating with my friends and you guys gave my seat away ... 😡 i want free internet,,2015-02-24 08:18:51-08:00,714,mountain time (us & canada)
570249102404923392,negative,1.0,customer service issue,1.0,virgin america,,leora13,,0,@virginamerica status match program. i applied and it's been three weeks. called and emailed with no response.,,2015-02-24 07:49:15-08:00,nan,nan
570239632807370753,negative,1.0,can't tell,0.6614,virgin america,,meredithjlynn,,0,@virginamerica what happened 2 ur vegan food options?! at least say on ur site so i know i won't be able 2 eat anything for next 6 hrs #fail,,2015-02-24 07:11:37-08:00,nan,nan
570217831557677057,neutral,0.6854,none,0.0,virgin america,,adamsinger,,0,@virginamerica do you miss me? don't worry we'll be together very soon.,,2015-02-24 05:44:59-08:00,"san francisco, ca",central time (us & canada)
570207886493782019,negative,1.0,bad flight,1.0,virgin america,,blackjackpro911,,0,@virginamerica amazing to me that we can't get any cold air from the vents. #vx358 #noair #worstflightever #roasted #sfotobos,"[42.361016, -71.02000488]",2015-02-24 05:05:28-08:00,"san mateo, ca & las vegas, nv",nan
570124596180955136,neutral,0.615,none,0.0,virgin america,,tenantsupstairs,,0,@virginamerica lax to ewr - middle seat on a red eye. such a noob maneuver. #sendambien #andchexmix,"[33.94540417, -118.4062472]",2015-02-23 23:34:30-08:00,brooklyn,atlantic time (canada)
570114021854212096,negative,1.0,flight booking problems,1.0,virgin america,,jordanpichler,,0,"@virginamerica hi! i just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during flight booking problems 😢",,2015-02-23 22:52:29-08:00,nan,vienna
570094701371469825,neutral,1.0,none,0.0,virgin america,,jcervantezzz,,0,@virginamerica are the hours of operation for the club at sfo that are posted online current?,,2015-02-23 21:35:43-08:00,"california, san francisco",pacific time (us & canada)
570088404156698625,negative,1.0,customer service issue,1.0,virgin america,,cuschoolie1,,0,"@virginamerica help, left expensive headphones on flight 89 iad to lax today. seat 2a. no one answering l&amp;f number at lax!","[33.94209449, -118.40410103]",2015-02-23 21:10:41-08:00,washington dc,quito
570084582780899328,negative,1.0,customer service issue,1.0,virgin america,,amanduhmccarty,,0,"@virginamerica awaiting my return phone call, just would prefer to use your online self-service option :(",,2015-02-23 20:55:30-08:00,nan,pacific time (us & canada)
570076792993611776,positive,1.0,none,0.0,virgin america,,northtxhometeam,,0,@virginamerica this is great news! america could start flights to hawaii by end of year http://t.co/r8p2zy3fe4 via @pacificbiznews,"[33.2145038, -96.9321504]",2015-02-23 20:24:33-08:00,texas,central time (us & canada)
570051991277342720,neutral,0.6207,none,0.0,virgin america,,miaerolinea,,0,nice rt @virginamerica: vibe with the moodlight from takeoff to touchdown. #moodlitmonday #sciencebehindtheexperience http://t.co/y7o0unxtqp,,2015-02-23 18:46:00-08:00,worldwide,caracas
570051381534396416,positive,1.0,none,0.0,virgin america,,nicsplace,,0,@virginamerica moodlighting is the only way to fly! best experience ever! cool and calming. 💜✈ #moodlitmonday,,2015-02-23 18:43:35-08:00,central texas,nan
570045393565691904,positive,1.0,none,0.0,virgin america,,nicsplace,,0,"@virginamerica @freddieawards done and done! best airline around, hands down!",,2015-02-23 18:19:47-08:00,central texas,nan
570038941497192448,neutral,0.6791,none,0.0,virgin america,,elisha_malulani,,0,@virginamerica when can i book my flight to hawaii??,,2015-02-23 17:54:09-08:00,i'm creating a monster,pacific time (us & canada)
570035876845084672,negative,1.0,customer service issue,1.0,virgin america,,dannydouglass,,0,@virginamerica your chat support is not working on your site: http://t.co/vhp2gtdwpk,,2015-02-23 17:41:58-08:00,"san francisco, ca",pacific time (us & canada)
570033593394667521,positive,0.6639,none,0.0,virgin america,,jamesferrandini,,0,"@virginamerica view of downtown los angeles, the hollywood sign, and beyond that rain in the mountains! http://t.co/dw5nf0ibtr",,2015-02-23 17:32:54-08:00,nan,nan
570025482344898560,negative,0.6688,flight booking problems,0.6688,virgin america,,will_lenzenjr,,0,"@virginamerica hey, first time flyer next week - excited! but i'm having a hard time getting my flights added to my elevate account. help?",,2015-02-23 17:00:40-08:00,iowa city,central time (us & canada)
570016304284901379,neutral,1.0,none,0.0,virgin america,,gottamanda,,0,@virginamerica plz help me win my bid upgrade for my flight 2/27 lax---&gt;sea!!! 🍷👍💺✈️,"[34.0219817, -118.38591198]",2015-02-23 16:24:11-08:00,los angeles,nan
570015408788414464,neutral,0.6578,none,0.0,virgin america,,kgervaise,,0,@virginamerica i have an unused ticket but moved to a new city where you don't fly. how can i fly with you before it expires? #travelhelp,,2015-02-23 16:20:38-08:00,georgia,pacific time (us & canada)
570013523650048002,neutral,1.0,none,0.0,virgin america,,papamurat,,0,@virginamerica are flights leaving dallas for seattle on time feb 24?,,2015-02-23 16:13:09-08:00,nan,nan
570012257549070337,positive,1.0,none,0.0,virgin america,,arieldaie,,0,@virginamerica i'm #elevategold for a good reason: you rock!!,,2015-02-23 16:08:07-08:00,los angeles,nan
570011341483843584,neutral,0.6799,none,0.0,virgin america,,vacations7,,0,@virginamerica dream http://t.co/oa2drfaoq2 http://t.co/lwwdac2khx,,2015-02-23 16:04:28-08:00,turks and caicos,nan
570010571707256832,positive,1.0,none,0.0,virgin america,,chelseapoe666,,0,@virginamerica wow this just blew my mind,,2015-02-23 16:01:25-08:00,oakland via midwest,atlantic time (canada)
570010539499393025,neutral,1.0,none,0.0,virgin america,,bobglavinvo,,0,@virginamerica @ladygaga @carrieunderwood after last night #tribute #soundofmusic #oscars2015 @ladygaga! i think @carrieunderwood agree,,2015-02-23 16:01:17-08:00,"new york, ny",eastern time (us & canada)
570009713447825408,neutral,0.6436,none,0.0,virgin america,,lisaaiko,,0,@virginamerica @ladygaga @carrieunderwood all were entertaining,,2015-02-23 15:58:00-08:00,nan,nan
570009035455344640,neutral,0.6764,none,0.0,virgin america,,grantbrowne,,0,"@virginamerica is flight 769 on it's way? was supposed to take off 30 minutes ago. website still shows ""on time"" not ""in flight"". thanks.",,2015-02-23 15:55:18-08:00,worldwide,central time (us & canada)
570006886012973056,positive,0.657,none,0.0,virgin america,,joyabsalon,,0,@virginamerica @ladygaga @carrieunderwood julie andrews all the way though @ladygaga was very impressive! no to @carrieunderwood,,2015-02-23 15:46:46-08:00,northern virginia,eastern time (us & canada)
570004391731847169,neutral,1.0,none,0.0,virgin america,,2v,,0,@virginamerica wish you flew out of atlanta... soon?,,2015-02-23 15:36:51-08:00,los angeles / atlanta,eastern time (us & canada)
570001194900426752,neutral,0.7118,none,0.0,virgin america,,ksmithfoundhere,,0,@virginamerica @ladygaga @carrieunderwood julie andrews. hands down.,,2015-02-23 15:24:09-08:00,nan,atlantic time (canada)
570000071644872704,neutral,1.0,none,0.0,virgin america,,papamurat,,0,@virginamerica will flights be leaving dallas for la on february 24th?,,2015-02-23 15:19:41-08:00,nan,nan
569996412286582784,negative,0.6939,flight booking problems,0.6939,virgin america,,murphicus,,0,@virginamerica hi! i'm so excited about your $99 lga-&gt;dal deal- but i've been trying 2 book since last week &amp; the page never loads. thx!,,2015-02-23 15:05:09-08:00,"new york, new york",eastern time (us & canada)
569996245462159361,positive,1.0,none,0.0,virgin america,,vinnieferra,,0,@virginamerica you know it. need it on my spotify stat #guiltypleasures,,2015-02-23 15:04:29-08:00,"brooklyn, ny",pacific time (us & canada)
569990222609412097,positive,0.635,none,0.0,virgin america,,kevindemsi,,0,@virginamerica @ladygaga @carrieunderwood i'm lady gaga!!! she is amazing! 😊,,2015-02-23 14:40:33-08:00,"bali, republic of indonesia",kuala lumpur
569990163209850881,neutral,0.7007,none,0.0,virgin america,,giffgaffman,,0,@virginamerica @ladygaga @carrieunderwood - carrie!,,2015-02-23 14:40:19-08:00,"uk, usa.",nan
569989504431316993,neutral,1.0,none,0.0,virgin america,,hanlonbrothers,,0,@virginamerica new marketing song? https://t.co/f2lfulcbq7 let us know what you think?,,2015-02-23 14:37:42-08:00,"gold coast, australia",brisbane
569989321698074624,neutral,1.0,none,0.0,virgin america,,emilybg78,,0,@virginamerica @ladygaga @carrieunderwood julie andrews first but lady gaga wow'd me last night. carrie? meh.,,2015-02-23 14:36:58-08:00,"stockton, ca",arizona
569989034501500928,negative,1.0,customer service issue,1.0,virgin america,,rachie1126,,0,@virginamerica i called a 3-4 weeks ago about adding 3 flights from 2014 to my elevate...they still haven't shown up...help!,,2015-02-23 14:35:50-08:00,"new york, ny",eastern time (us & canada)
569987622484848640,neutral,0.6858,none,0.0,virgin america,,adawson66,,0,"@virginamerica @ladygaga @carrieunderwood all are great , but i have to go with #carrieunderwood 😍👌","[33.57963333, -117.73024772]",2015-02-23 14:30:13-08:00,nan,nan
569986782567071744,neutral,1.0,none,0.0,virgin america,,socialplc,,0,"@virginamerica @ladygaga @carrieunderwood sorry, mary martin had it first!",,2015-02-23 14:26:53-08:00,"twin cities, minn.",eastern time (us & canada)
569986348041547778,positive,1.0,none,0.0,virgin america,,jeffreymace01,,0,@virginamerica @ladygaga @carrieunderwood love all three but you really can't beat the classics!,,2015-02-23 14:25:09-08:00,nan,nan
569982307634794497,neutral,0.6814,none,0.0,virgin america,,1stcrown,,0,@virginamerica flight 0736 dal to dca 2/24 2:10pm. tried to check in could not. status please.,,2015-02-23 14:09:06-08:00,usa,central time (us & canada)
569976620158578688,negative,1.0,customer service issue,1.0,virgin america,,onerockgypsy,,0,@virginamerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,,2015-02-23 13:46:30-08:00,next city,pacific time (us & canada)
569973821396152323,negative,1.0,late flight,0.6789,virgin america,,noelduan,,0,"@virginamerica hi, virgin! i'm on hold for 40-50 minutes -- are there any earlier flights from la to nyc tonight; earlier than 11:50pm?",,2015-02-23 13:35:23-08:00,sf ↔ ny,eastern time (us & canada)
569972508499283968,positive,0.6922,none,0.0,virgin america,,travelzoo,,0,@virginamerica congrats on winning the @travelzoo award for best deals from an airline (us) http://t.co/kj1iljaebv,,2015-02-23 13:30:10-08:00,"new york, ny",pacific time (us & canada)
569967019958730753,negative,1.0,lost luggage,1.0,virgin america,,gianagon,,0,@virginamerica everything was fine until you lost my bag,"[40.6413712, -73.78311558]",2015-02-23 13:08:21-08:00,new york + panama,eastern time (us & canada)
569961866224652288,neutral,1.0,none,0.0,virgin america,,bxchen,,0,@virginamerica need to change reservation. have virgin credit card. do i need to modify on phone to waive change fee? or can i do online?,,2015-02-23 12:47:52-08:00,"san francisco, ca",eastern time (us & canada)
569949891163615232,neutral,0.6492,none,0.0,virgin america,,seimatrun,,0,@virginamerica i emailed your customer service team. let me know if you need the tracking number.,,2015-02-23 12:00:17-08:00,los angeles,nan
569948966873370625,neutral,1.0,none,0.0,virgin america,,jamied7,,0,"@virginamerica hi i just booked a flight but need to add baggage, how can i do this?",,2015-02-23 11:56:37-08:00,"london, england",london
569946362126602240,negative,1.0,flight attendant complaints,0.3516,virgin america,,seimatrun,,0,@virginamerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0vrfhjht,,2015-02-23 11:46:16-08:00,los angeles,nan
569942903683813376,positive,1.0,none,0.0,virgin america,,mrmichaellay,,0,"@virginamerica not worried, it's been a great ride in a new plane with great crew. all airlines should be like this.","[36.08457854, -115.13780136]",2015-02-23 11:32:31-08:00,floridian from cincinnati,eastern time (us & canada)
569941957490774016,positive,1.0,none,0.0,virgin america,,taylorlumsden,,0,@virginamerica awesome. i flew yall sat morning. any way we can correct my bill ?,,2015-02-23 11:28:46-08:00,"dallas, texas",mountain time (us & canada)
569940834994401280,neutral,1.0,none,0.0,virgin america,,campusmoviefest,,0,"@virginamerica or watch some of the best student films in the country at 35,000 feet! #cmfat35000feet http://t.co/kek5pdmgif",,2015-02-23 11:24:18-08:00,usa,eastern time (us & canada)
569940323746516993,neutral,1.0,none,0.0,virgin america,,taylorlumsden,,0,@virginamerica first time flying you all. do you have a different rate/policy for media bags? thanks,,2015-02-23 11:22:16-08:00,"dallas, texas",mountain time (us & canada)
569935232033366017,negative,1.0,customer service issue,1.0,virgin america,,meme_meng,,0,@virginamerica what is going on with customer service? is there anyway to speak to a human asap? thank you.,,2015-02-23 11:02:02-08:00,nan,nan
569934395865493504,neutral,1.0,none,0.0,virgin america,,kyle_romanoff,,0,@virginamerica what happened to doom?!,,2015-02-23 10:58:43-08:00,nan,nan
569933816963342337,negative,1.0,customer service issue,1.0,virgin america,,gunsndip,,0,@virginamerica why can't you supp the biz traveler like @southwestair and have customer service like @jetblue #neverflyvirginforbusiness,,2015-02-23 10:56:25-08:00,nan,pacific time (us & canada)
569933777931145216,positive,1.0,none,0.0,virgin america,,artisticwritr87,,0,@virginamerica i've applied more then once to be a member of the #inflight crew team...im 100% interested. #flightattendant #dreampath -g,,2015-02-23 10:56:16-08:00,"seattle, wa",pacific time (us & canada)
569933405506310144,negative,0.6792,late flight,0.3477,virgin america,,arieldaie,,0,@virginamerica you're the best!! whenever i (begrudgingly) use any other airline i'm delayed and late flight :(,,2015-02-23 10:54:47-08:00,los angeles,nan
569933360564342784,negative,1.0,can't tell,1.0,virgin america,,gunsndip,,0,@virginamerica i have no interesting flying with you after this. i will cancelled flight my next four flights i planned.#neverflyvirginforbusiness,,2015-02-23 10:54:36-08:00,nan,pacific time (us & canada)
569929243146088448,negative,1.0,can't tell,1.0,virgin america,,gunsndip,,0,@virginamerica it was a disappointing experience which will be shared with every business traveler i meet. #neverflyvirgin,,2015-02-23 10:38:14-08:00,nan,pacific time (us & canada)
569926998824394752,negative,1.0,flight booking problems,1.0,virgin america,,jsatk,,0,@virginamerica i’m having trouble adding this flight my wife booked to my elevate account. help? http://t.co/px8hqoks3r,"[0.0, 0.0]",2015-02-23 10:29:19-08:00,"lower pacific heights, sf, ca",pacific time (us & canada)
569923394990419968,neutral,0.6705,none,0.0,virgin america,,serenaklal,,0,@virginamerica can't bring up my reservation online using flight booking problems code,,2015-02-23 10:15:00-08:00,chicago,eastern time (us & canada)
569922008588222465,neutral,1.0,none,0.0,virgin america,,openambit1,,0,@virginamerica random q: what's the distribution of elevate avatars? i bet that kitty has a disproportionate share http://t.co/aptzpurop4,,2015-02-23 10:09:30-08:00,nan,nan
569920824905306113,neutral,0.6545,none,0.0,virgin america,,cabowine,,0,@virginamerica i &lt;3 flying va but life happens and i am trying to #change my trip jperhi can you help.va home page will not let me ?,,2015-02-23 10:04:47-08:00,"los cabos,mexico",arizona
569919041244147712,negative,1.0,can't tell,0.6513,virgin america,,maryanntaylort,,0,@virginamerica why is the site down? when will it be back up?,,2015-02-23 09:57:42-08:00,"new york, ny",arizona
569915941192015872,neutral,1.0,none,0.0,virgin america,,ramotcontrol,,0,"@virginamerica ""you down with rnp?"" ""yeah you know me!""",,2015-02-23 09:45:23-08:00,nan,pacific time (us & canada)
569913339427434496,neutral,0.6639,none,0.0,virgin america,,losermelon,,0,"@virginamerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",,2015-02-23 09:35:03-08:00,nan,nan
569911816937033728,negative,1.0,cancelled flight,1.0,virgin america,,alisonk33774854,,0,@virginamerica i like the tv and interesting video . just disappointed in cancelled flightled flight when other flights went out to jfk on saturday .,,2015-02-23 09:29:00-08:00,nan,nan
569911674158731264,negative,1.0,late flight,1.0,virgin america,,gunsndip,,0,"@virginamerica just landed in lax, an hour after i should of been here. your no late flight bag check is not business travel friendly #nomorevirgin",,2015-02-23 09:28:26-08:00,nan,pacific time (us & canada)
569911218942517248,neutral,0.6765,none,0.0,virgin america,,yazdanagh,,0,@virginamerica why is flight 345 redirected?,,2015-02-23 09:26:37-08:00,nan,nan
569910981868060673,negative,1.0,customer service issue,0.6863,virgin america,,merchengines,,0,"@virginamerica is it me, or is your website down? btw, your new website isn't a great user experience. time for another redesign.",,2015-02-23 09:25:41-08:00,"los angeles, ca",arizona
569909224521641984,negative,1.0,customer service issue,0.6771,virgin america,,colorcartel,,0,@virginamerica i can't check in or add a bag. your website isn't working. i've tried both desktop and mobile http://t.co/avyqdmpi1y,,2015-02-23 09:18:42-08:00,"austin, tx",mountain time (us & canada)
569907336485019648,negative,1.0,can't tell,0.659,virgin america,,mustbespoken,,0,@virginamerica - let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable,,2015-02-23 09:11:12-08:00,nan,nan
569896805611089920,negative,1.0,flight booking problems,0.6714,virgin america,,mattbunk,,0,@virginamerica what is your phone number. i can't find who to call about a flight reservation.,,2015-02-23 08:29:21-08:00,"sterling heights, mi",eastern time (us & canada)
569894449620369408,negative,1.0,customer service issue,1.0,virgin america,,louisjenny,,0,@virginamerica is anyone doing anything there today? website is useless and no one is answering the phone.,,2015-02-23 08:19:59-08:00,washington dc,quito
569894407001939968,neutral,1.0,none,0.0,virgin america,,stravelsw,,0,@virginamerica trying to add my boy prince to my ressie. sf this thursday @virginamerica from lax http://t.co/gsb2j3c4gm,,2015-02-23 08:19:49-08:00,"manhattan beach, ca",nan
569892199690678272,negative,1.0,late flight,0.6882,virgin america,,gunsndip,,0,@virginamerica why must a traveler miss a flight to late flight check a bag? i missed my morning appointments and you lost my business. #sfo2lax,,2015-02-23 08:11:03-08:00,nan,pacific time (us & canada)
569891469210755074,neutral,1.0,none,0.0,virgin america,,joeyrenagade,,0,@virginamerica check out new music http://t.co/marcnocwzn,,2015-02-23 08:08:08-08:00,greater los angeles,nan
569891436100874241,negative,0.6925,late flight,0.3521,virgin america,,mrmichaellay,,0,@virginamerica how's a direct flight fll-&gt;sfo have unexpected layover in vegas 4 fuel yet peeps next to me bought for vegas flight. #sneaky,"[0.0, 0.0]",2015-02-23 08:08:01-08:00,floridian from cincinnati,eastern time (us & canada)
569887310713479168,negative,1.0,late flight,0.3486,virgin america,,gunsndip,,0,@virginamerica your no late flight bag check just lost you my business. i missed flight and am apt. three other people on flight had same exp.,,2015-02-23 07:51:37-08:00,nan,pacific time (us & canada)
569887049446076416,positive,1.0,none,0.0,virgin america,,theduchesssf,,0,"@virginamerica - amazing customer service, again! 💕💕 raeann in sf - she's the best! #customerservice #virginamerica #flying",,2015-02-23 07:50:35-08:00,online,pacific time (us & canada)
569884551712886785,negative,1.0,customer service issue,1.0,virgin america,,beleather,,0,@virginamerica called your service line and was hung up on. this is awesome. #sarcasm,"[0.0, 0.0]",2015-02-23 07:40:39-08:00,nan,pacific time (us & canada)
569884407852437504,negative,1.0,flight booking problems,0.6366,virgin america,,beleather,,0,@virginamerica your site is tripping. i'm trying to check in and i'm getting the plain text version. i am reluctant to enter any card info.,"[0.0, 0.0]",2015-02-23 07:40:05-08:00,nan,pacific time (us & canada)
569881548515708928,neutral,0.6593,none,0.0,virgin america,,drcaseydrake,,0,@virginamerica i was scheduled for sfo 2 dal flight 714 today. changed to 24th due weather. looks like flight still on?,"[37.79374402, -122.39327564]",2015-02-23 07:28:43-08:00,"dallas, tx",nan
569873669700358144,positive,0.6823,none,0.0,virgin america,,flyfromwas,,0,"@virginamerica has getaway deals through may, from $59 one-way. lots of cool cities http://t.co/tzzjhuibch #cheapflights #farecompare",,2015-02-23 06:57:25-08:00,"washington, dc",eastern time (us & canada)
569873668131717120,neutral,1.0,none,0.0,virgin america,,flyfromsea,,0,"@virginamerica has getaway deals through may, from $59 one-way. lots of cool cities http://t.co/rpdbpx3wnd #cheapflights #farecompare",,2015-02-23 06:57:24-08:00,seattle,central time (us & canada)
569873665640292353,positive,0.6806,none,0.0,virgin america,,flyfromnyc,,0,"@virginamerica has getaway deals through may, from $59 one-way. lots of cool cities http://t.co/b2xi4yg5t8 #cheapflights #farecompare",,2015-02-23 06:57:24-08:00,"new york city, ny",central time (us & canada)
569873664612704256,neutral,0.6529,none,0.0,virgin america,,flyfromlax,,0,"@virginamerica has getaway deals through may, from $59 one-way. lots of cool cities http://t.co/qdljhsloi5 #cheapflights #farecompare",,2015-02-23 06:57:24-08:00,"los angeles, ca",central time (us & canada)
569872058613673984,positive,0.6779999999999999,none,0.0,virgin america,,silvanabfer,,0,@virginamerica have a great week 🌞✈,,2015-02-23 06:51:01-08:00,nan,nan
569861209781989377,positive,0.3482,none,0.0,virgin america,,adamjdubs,,0,@virginamerica come back to #phl already. we need you to take us out of this horrible cold. #pleasecomeback http://t.co/glxfwp6nqh,,2015-02-23 06:07:54-08:00,earth,eastern time (us & canada)
569847920192655361,negative,1.0,late flight,1.0,virgin america,,nicholas_v,,0,"@virginamerica should i be concerned that i am about to fly on a plane that needs to be delayed due to a ""tech stop""?","[26.074379, -80.1416831]",2015-02-23 05:15:06-08:00,nan,eastern time (us & canada)
569814339785338880,positive,1.0,none,0.0,virgin america,,tstashajones,,0,"@virginamerica is the best airline i have flown on.easy to change your reservation,helpful representatives &amp; a comfortable flying experience",,2015-02-23 03:01:39-08:00,"halifax, nova scotia, canada",eastern time (us & canada)
569777607371128834,positive,1.0,none,0.0,virgin america,,skatemamas,,0,@virginamerica and again! another rep kicked butt! naelah represents your team so beautifully!! thank you!!!,,2015-02-23 00:35:42-08:00,"los angeles, ca",nan
569774078233419776,positive,1.0,none,0.0,virgin america,,dngoo,,0,@virginamerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.,,2015-02-23 00:21:40-08:00,"near a park, water, or lights",pacific time (us & canada)
569770363623575552,positive,1.0,none,0.0,virgin america,,sambrittenham,,0,"@virginamerica love the team running gate e9 at las tonight. waited for a delayed flight, and they kept things entertaining",,2015-02-23 00:06:55-08:00,usa,eastern time (us & canada)
569748316776325120,negative,0.6832,customer service issue,0.3773,virgin america,,usagibrian,,0,@virginamerica use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?,,2015-02-22 22:39:18-08:00,san francisco ca,pacific time (us & canada)
569741221783957504,negative,1.0,flight booking problems,0.6767,virgin america,,usagibrian,,0,"@virginamerica and now the flight flight booking problems site is totally down. folks, what is the problem?",,2015-02-22 22:11:07-08:00,san francisco ca,pacific time (us & canada)
569737603617943552,negative,1.0,customer service issue,0.6527,virgin america,,kindofluke,,0,@virginamerica i like the customer service but a 40 min delay just for connecting passengers seems too long. va370,,2015-02-22 21:56:44-08:00,nan,nan
569714127792254976,positive,1.0,none,0.0,virgin america,,ptbrodie,,0,@virginamerica thanks to your outstanding nyc-jfk crew who moved mountains to get me home to san francisco tonight!,,2015-02-22 20:23:27-08:00,san francisco,nan
